N° da fatura,Data da fatura,ID Cliente,País,Quantidade,Valor,Horario,DataBR
C542385,2021-01-27 14:32:00,14290.0,United Kingdom,-2,-7.2,14:32:00,27/01/2021
C547905,2021-03-28 12:10:00,,United Kingdom,-2,-435.41,12:10:00,28/03/2021
537687,2020-12-08 10:26:00,,United Kingdom,-9,0.0,10:26:00,08/12/2020
C555487,2021-06-03 13:21:00,16484.0,United Kingdom,-6,-24.9,13:21:00,03/06/2021
C561681,2021-07-28 19:14:00,15370.0,United Kingdom,-2,-25.5,19:14:00,28/07/2021
561252,2021-07-26 11:52:00,,United Kingdom,-5,0.0,11:52:00,26/07/2021
C559253,2021-07-07 11:44:00,12472.0,Germany,-11,-27.09,11:44:00,07/07/2021
576764,2021-11-16 13:10:00,,United Kingdom,-1510,0.0,13:10:00,16/11/2021
548999,2021-04-05 14:34:00,,United Kingdom,-26,0.0,14:34:00,05/04/2021
C560902,2021-07-21 17:45:00,17593.0,United Kingdom,-6,-15.78,17:45:00,21/07/2021
C538595,2020-12-13 12:03:00,15555.0,United Kingdom,-2,-5.1,12:03:00,13/12/2020
579745,2021-11-30 14:39:00,,United Kingdom,-40,0.0,14:39:00,30/11/2021
C560043,2021-07-14 14:47:00,16656.0,United Kingdom,-2,-1.44,14:47:00,14/07/2021
C575159,2021-11-08 16:21:00,15513.0,United Kingdom,-18,-78.3,16:21:00,08/11/2021
C571639,2021-10-18 12:01:00,15498.0,United Kingdom,-1,-120.58,12:01:00,18/10/2021
546016,2021-03-08 17:21:00,,United Kingdom,-675,0.0,17:21:00,08/03/2021
C554336,2021-05-23 17:20:00,12474.0,Germany,-5,-13.01,17:20:00,23/05/2021
579733,2021-11-30 14:24:00,,United Kingdom,-41,0.0,14:24:00,30/11/2021
C555398,2021-06-02 17:30:00,17375.0,United Kingdom,-6,-27.6,17:30:00,02/06/2021
537005,2020-12-03 15:35:00,,United Kingdom,-70,0.0,15:35:00,03/12/2020
C543609,2021-02-10 14:17:00,16705.0,United Kingdom,-2,-7.5,14:17:00,10/02/2021
C550010,2021-04-14 10:29:00,15299.0,United Kingdom,-5,-6.01,10:29:00,14/04/2021
C559030,2021-07-05 14:51:00,16571.0,United Kingdom,-36,-37.96,14:51:00,05/07/2021
C569829,2021-10-06 12:37:00,14527.0,United Kingdom,-2,-32.81,12:37:00,06/10/2021
C542793,2021-02-01 10:52:00,14113.0,United Kingdom,-78,-331.5,10:52:00,01/02/2021
552767,2021-05-11 11:42:00,,United Kingdom,-47,0.0,11:42:00,11/05/2021
C569939,2021-10-06 17:57:00,14883.0,United Kingdom,-1,-4.95,17:57:00,06/10/2021
C550647,2021-04-19 16:33:00,13134.0,United Kingdom,-8,-29.7,16:33:00,19/04/2021
556315,2021-06-10 10:47:00,,United Kingdom,-108,0.0,10:47:00,10/06/2021
C561598,2021-07-28 11:27:00,13109.0,United Kingdom,-1,-4.95,11:27:00,28/07/2021
C540307,2021-01-06 12:58:00,15823.0,United Kingdom,-284,-855.76,12:58:00,06/01/2021
C548387,2021-03-30 16:49:00,14794.0,United Kingdom,-2,-33.9,16:49:00,30/03/2021
571114,2021-10-13 17:40:00,,United Kingdom,-99,0.0,17:40:00,13/10/2021
C576974,2021-11-17 11:52:00,12474.0,Germany,-3,-11.05,11:52:00,17/11/2021
C565023,2021-08-31 16:30:00,12901.0,United Kingdom,-24,-25.44,16:30:00,31/08/2021
C561606,2021-07-28 12:10:00,13420.0,United Kingdom,-1,-2.1,12:10:00,28/07/2021
549004,2021-04-05 14:37:00,,United Kingdom,-3,0.0,14:37:00,05/04/2021
C537805,2020-12-08 13:18:00,15311.0,United Kingdom,-15,-26.38,13:18:00,08/12/2020
C578342,2021-11-24 09:15:00,15993.0,United Kingdom,-1,-4.15,09:15:00,24/11/2021
C579968,2021-12-01 11:13:00,14189.0,United Kingdom,-2,-3.3,11:13:00,01/12/2021
565049,2021-08-31 17:09:00,,United Kingdom,-77,0.0,17:09:00,31/08/2021
C562943,2021-08-11 09:16:00,12693.0,Germany,-1,-9.95,09:16:00,11/08/2021
C559664,2021-07-11 13:34:00,18142.0,United Kingdom,-2,-2.52,13:34:00,11/07/2021
556307,2021-06-10 10:39:00,,United Kingdom,-30,0.0,10:39:00,10/06/2021
C543758,2021-02-11 15:07:00,15299.0,United Kingdom,-1,-65.91,15:07:00,11/02/2021
C540853,2021-01-12 09:52:00,12413.0,France,-1,-9.95,09:52:00,12/01/2021
C570553,2021-10-11 11:01:00,14800.0,United Kingdom,-1,-4.15,11:01:00,11/10/2021
C538083,2020-12-09 14:40:00,15750.0,United Kingdom,-7,-14.25,14:40:00,09/12/2020
C576363,2021-11-14 17:23:00,14794.0,United Kingdom,-2,-13.9,17:23:00,14/11/2021
C564486,2021-08-25 13:57:00,,United Kingdom,-3,-525.23,13:57:00,25/08/2021
C541257,2021-01-16 14:48:00,18069.0,United Kingdom,-1,-4.95,14:48:00,16/01/2021
C564494,2021-08-25 14:20:00,,United Kingdom,-1,-83.83,14:20:00,25/08/2021
C553763,2021-05-19 10:39:00,15081.0,United Kingdom,-2,-17.45,10:39:00,19/05/2021
C538897,2020-12-15 09:14:00,16422.0,United Kingdom,-2,-48.26,09:14:00,15/12/2020
C575079,2021-11-08 13:28:00,14911.0,EIRE,-5,-18.75,13:28:00,08/11/2021
C560563,2021-07-19 13:37:00,14911.0,EIRE,-3,-18.25,13:37:00,19/07/2021
C574875,2021-11-07 13:06:00,16416.0,United Kingdom,-17,-24.41,13:06:00,07/11/2021
C541009,2021-01-13 10:56:00,17581.0,United Kingdom,-4,-23.4,10:56:00,13/01/2021
C576226,2021-11-14 13:10:00,13268.0,United Kingdom,-2,-8.2,13:10:00,14/11/2021
C545852,2021-03-07 13:49:00,14048.0,United Kingdom,-14,-34.8,13:49:00,07/03/2021
C575663,2021-11-10 14:52:00,13769.0,United Kingdom,-1,-1.69,14:52:00,10/11/2021
C557656,2021-06-21 17:37:00,14001.0,United Kingdom,-3,-12.75,17:37:00,21/06/2021
C571507,2021-10-17 15:24:00,13919.0,Denmark,-37,-34.65,15:24:00,17/10/2021
562546,2021-08-05 15:46:00,,United Kingdom,-110,0.0,15:46:00,05/08/2021
572691,2021-10-25 14:15:00,,United Kingdom,-15,0.0,14:15:00,25/10/2021
C563207,2021-08-14 12:10:00,17613.0,United Kingdom,-5,-16.83,12:10:00,14/08/2021
C569955,2021-10-06 18:35:00,17644.0,United Kingdom,-4,-17.4,18:35:00,06/10/2021
C560124,2021-07-15 10:36:00,17440.0,United Kingdom,-11,-8.15,10:36:00,15/07/2021
C569969,2021-10-06 18:56:00,17159.0,United Kingdom,-1,-4.15,18:56:00,06/10/2021
C572754,2021-10-25 17:29:00,15482.0,United Kingdom,-264,-360.0,17:29:00,25/10/2021
C556274,2021-06-09 19:46:00,15299.0,United Kingdom,-1,-600.0,19:46:00,09/06/2021
C558899,2021-07-04 16:00:00,14338.0,United Kingdom,-1,-5.95,16:00:00,04/07/2021
C573034,2021-10-27 13:41:00,14227.0,United Kingdom,-3,-24.75,13:41:00,27/10/2021
C546730,2021-03-16 11:39:00,18183.0,United Kingdom,-3,-10.85,11:39:00,16/03/2021
C574083,2021-11-02 16:39:00,15521.0,United Kingdom,-12,-10.2,16:39:00,02/11/2021
C559830,2021-07-13 09:49:00,16998.0,United Kingdom,-1,-0.48,09:49:00,13/07/2021
C566999,2021-09-16 11:14:00,14842.0,United Kingdom,-2,-9.9,11:14:00,16/09/2021
578529,2021-11-24 14:29:00,,United Kingdom,-23,0.0,14:29:00,24/11/2021
C562726,2021-08-09 09:05:00,16401.0,United Kingdom,-3,-8.05,09:05:00,09/08/2021
557108,2021-06-16 15:58:00,,United Kingdom,-1440,0.0,15:58:00,16/06/2021
576580,2021-11-15 14:15:00,,United Kingdom,-5,0.0,14:15:00,15/11/2021
C577386,2021-11-18 16:54:00,18276.0,United Kingdom,-1,-6.25,16:54:00,18/11/2021
C564426,2021-08-25 11:13:00,15804.0,United Kingdom,-2,-5.0,11:13:00,25/08/2021
C555595,2021-06-06 10:14:00,17652.0,United Kingdom,-14,-4.34,10:14:00,06/06/2021
C567627,2021-09-21 13:01:00,17511.0,United Kingdom,-12,-39.71,13:01:00,21/09/2021
C556324,2021-06-10 11:15:00,14287.0,United Kingdom,-25,-25.4,11:15:00,10/06/2021
C566966,2021-09-15 18:02:00,16362.0,United Kingdom,-1,-3.75,18:02:00,15/09/2021
C551557,2021-05-03 10:37:00,13113.0,United Kingdom,-6,-51.0,10:37:00,03/05/2021
C545438,2021-03-02 15:54:00,14231.0,United Kingdom,-5,-23.75,15:54:00,02/03/2021
555506,2021-06-03 16:03:00,,United Kingdom,-57,0.0,16:03:00,03/06/2021
C550353,2021-04-18 10:29:00,17841.0,United Kingdom,-7,-12.97,10:29:00,18/04/2021
C555360,2021-06-02 14:06:00,16133.0,United Kingdom,-11,-31.15,14:06:00,02/06/2021
565308,2021-09-02 12:22:00,,United Kingdom,-432,0.0,12:22:00,02/09/2021
546407,2021-03-11 16:24:00,,United Kingdom,-178,0.0,16:24:00,11/03/2021
C556669,2021-06-13 16:28:00,16133.0,United Kingdom,-15,-29.85,16:28:00,13/06/2021
557028,2021-06-16 13:25:00,,United Kingdom,-4,0.0,13:25:00,16/06/2021
C538874,2020-12-14 15:16:00,12867.0,United Kingdom,-5,-8.25,15:16:00,14/12/2020
C565227,2021-09-02 09:06:00,12708.0,Germany,-1,-2.1,09:06:00,02/09/2021
C573257,2021-10-28 12:19:00,14297.0,United Kingdom,-1,-6.42,12:19:00,28/10/2021
C548626,2021-04-01 12:16:00,15622.0,United Kingdom,-1,-8.5,12:16:00,01/04/2021
C573471,2021-10-31 10:58:00,14286.0,United Kingdom,-12,-10.2,10:58:00,31/10/2021
C539830,2020-12-22 13:13:00,14944.0,United Kingdom,-8,-39.6,13:13:00,22/12/2020
C574524,2021-11-04 13:53:00,17841.0,United Kingdom,-13,-35.56,13:53:00,04/11/2021
C567714,2021-09-22 10:11:00,16316.0,United Kingdom,-7,-10.05,10:11:00,22/09/2021
579681,2021-11-30 13:33:00,,United Kingdom,-26,0.0,13:33:00,30/11/2021
C553569,2021-05-18 09:23:00,16116.0,United Kingdom,-2,-19.9,09:23:00,18/05/2021
C574922,2021-11-07 16:39:00,15502.0,United Kingdom,-291,-913.08,16:39:00,07/11/2021
C580918,2021-12-06 14:01:00,16779.0,United Kingdom,-24,-78.0,14:01:00,06/12/2021
567693,2021-09-21 17:26:00,,United Kingdom,-250,0.0,17:26:00,21/09/2021
C551585,2021-05-03 11:23:00,12483.0,Sweden,-2,-8.5,11:23:00,03/05/2021
C569370,2021-10-03 15:41:00,12484.0,Spain,-1,-9.95,15:41:00,03/10/2021
C548485,2021-03-31 12:50:00,14051.0,United Kingdom,-3,-8.85,12:50:00,31/03/2021
C575777,2021-11-11 11:15:00,13881.0,United Kingdom,-40,-102.0,11:15:00,11/11/2021
C556649,2021-06-13 16:15:00,15238.0,United Kingdom,-2,-12.5,16:15:00,13/06/2021
C539857,2020-12-22 15:13:00,15358.0,United Kingdom,-1,-4.65,15:13:00,22/12/2020
C558357,2021-06-28 15:04:00,15502.0,United Kingdom,-11,-18.29,15:04:00,28/06/2021
C545671,2021-03-06 10:08:00,15465.0,United Kingdom,-7,-76.65,10:08:00,06/03/2021
569884,2021-10-06 15:16:00,,United Kingdom,-14,0.0,15:16:00,06/10/2021
549464,2021-04-08 14:21:00,,United Kingdom,-6,0.0,14:21:00,08/04/2021
C542732,2021-01-31 15:31:00,14180.0,United Kingdom,-2,-19.9,15:31:00,31/01/2021
C571925,2021-10-19 16:31:00,13115.0,United Kingdom,-7,-37.65,16:31:00,19/10/2021
561362,2021-07-26 15:41:00,,United Kingdom,-11,0.0,15:41:00,26/07/2021
C567540,2021-09-21 10:00:00,12384.0,Switzerland,-5,-19.11,10:00:00,21/09/2021
C566611,2021-09-13 17:14:00,15513.0,United Kingdom,-2,-7.2,17:14:00,13/09/2021
C571262,2021-10-16 10:52:00,12901.0,United Kingdom,-360,-306.0,10:52:00,16/10/2021
C548495,2021-03-31 13:34:00,17075.0,United Kingdom,-3,-20.35,13:34:00,31/03/2021
566766,2021-09-14 17:51:00,,United Kingdom,-117,0.0,17:51:00,14/09/2021
C538698,2020-12-14 10:21:00,13329.0,United Kingdom,-24,-13.2,10:21:00,14/12/2020
C575055,2021-11-08 12:22:00,14329.0,United Kingdom,-2,-39.9,12:22:00,08/11/2021
567143,2021-09-16 15:02:00,,United Kingdom,-14,0.0,15:02:00,16/09/2021
567058,2021-09-16 11:40:00,,United Kingdom,-12,0.0,11:40:00,16/09/2021
C578282,2021-11-23 13:54:00,17841.0,United Kingdom,-1,-4.25,13:54:00,23/11/2021
C554535,2021-05-24 17:36:00,17940.0,United Kingdom,-1,-60.0,17:36:00,24/05/2021
556012,2021-06-08 11:45:00,,United Kingdom,-27,0.0,11:45:00,08/06/2021
C568584,2021-09-28 10:13:00,15706.0,United Kingdom,-3,-32.4,10:13:00,28/09/2021
C555252,2021-06-01 15:13:00,12987.0,United Kingdom,-2,-13.7,15:13:00,01/06/2021
C575035,2021-11-08 11:38:00,15005.0,United Kingdom,-6,-15.28,11:38:00,08/11/2021
C546501,2021-03-14 11:45:00,12584.0,Italy,-2,-9.9,11:45:00,14/03/2021
C572917,2021-10-26 16:33:00,15296.0,United Kingdom,-2,-13.9,16:33:00,26/10/2021
548675,2021-04-01 16:39:00,,United Kingdom,-2,0.0,16:39:00,01/04/2021
C579760,2021-11-30 15:05:00,17096.0,United Kingdom,-2,-2.9,15:05:00,30/11/2021
C563611,2021-08-18 06:38:00,17340.0,United Kingdom,-4,-5.6,06:38:00,18/08/2021
C568599,2021-09-28 11:20:00,14395.0,United Kingdom,-2,-15.9,11:20:00,28/09/2021
562212,2021-08-03 13:28:00,,United Kingdom,-97,0.0,13:28:00,03/08/2021
569874,2021-10-06 15:06:00,,United Kingdom,-32,0.0,15:06:00,06/10/2021
C579906,2021-12-01 08:46:00,17063.0,United Kingdom,-1,-1.65,08:46:00,01/12/2021
C551712,2021-05-03 15:04:00,13267.0,United Kingdom,-1,-2.95,15:04:00,03/05/2021
538173,2020-12-10 09:35:00,,United Kingdom,-28,0.0,09:35:00,10/12/2020
C555364,2021-06-02 14:17:00,14903.0,United Kingdom,-4,-18.4,14:17:00,02/06/2021
572341,2021-10-24 10:36:00,,United Kingdom,-82,0.0,10:36:00,24/10/2021
556301,2021-06-10 10:18:00,,United Kingdom,-50,0.0,10:18:00,10/06/2021
543521,2021-02-09 11:49:00,,United Kingdom,-6,0.0,11:49:00,09/02/2021
C544590,2021-02-21 15:12:00,14744.0,United Kingdom,-1,-8.5,15:12:00,21/02/2021
537013,2020-12-03 15:40:00,,United Kingdom,-25,0.0,15:40:00,03/12/2020
C543635,2021-02-10 16:33:00,13894.0,United Kingdom,-6,-9.9,16:33:00,10/02/2021
C547889,2021-03-28 10:02:00,14410.0,United Kingdom,-11,-39.15,10:02:00,28/03/2021
538241,2020-12-10 12:00:00,,United Kingdom,-21,0.0,12:00:00,10/12/2020
C558468,2021-06-29 15:23:00,17389.0,United Kingdom,-1,-8.5,15:23:00,29/06/2021
559402,2021-07-08 10:49:00,,United Kingdom,-8,0.0,10:49:00,08/07/2021
C569944,2021-10-06 18:12:00,17405.0,United Kingdom,-9,-30.23,18:12:00,06/10/2021
C540270,2021-01-06 11:40:00,14680.0,United Kingdom,-8,-39.4,11:40:00,06/01/2021
C555639,2021-06-06 12:58:00,13458.0,United Kingdom,-4,-18.8,12:58:00,06/06/2021
C538628,2020-12-13 13:09:00,17231.0,United Kingdom,-2,-15.7,13:09:00,13/12/2020
546146,2021-03-09 16:41:00,,United Kingdom,-40,0.0,16:41:00,09/03/2021
C562111,2021-08-02 15:48:00,15125.0,United Kingdom,-1,-3.75,15:48:00,02/08/2021
C553536,2021-05-17 15:24:00,14051.0,United Kingdom,-2,-16.3,15:24:00,17/05/2021
C576921,2021-11-17 10:51:00,17613.0,United Kingdom,-20,-25.0,10:51:00,17/11/2021
C580686,2021-12-05 15:28:00,15984.0,United Kingdom,-10,-20.7,15:28:00,05/12/2021
C551541,2021-05-03 08:49:00,13692.0,United Kingdom,-1,-14.95,08:49:00,03/05/2021
C578803,2021-11-25 12:55:00,16764.0,United Kingdom,-2,-14.45,12:55:00,25/11/2021
C553424,2021-05-17 10:31:00,17811.0,United Kingdom,-1,-0.85,10:31:00,17/05/2021
C558735,2021-07-01 15:09:00,16700.0,United Kingdom,-1,-12.75,15:09:00,01/07/2021
C578355,2021-11-24 10:13:00,14397.0,United Kingdom,-12,-17.1,10:13:00,24/11/2021
C542092,2021-01-25 12:45:00,14389.0,United Kingdom,-8,-12.54,12:45:00,25/01/2021
C559348,2021-07-07 17:25:00,16550.0,United Kingdom,-3,-3.65,17:25:00,07/07/2021
542367,2021-01-27 12:57:00,,United Kingdom,-30,0.0,12:57:00,27/01/2021
C562889,2021-08-10 12:07:00,18172.0,United Kingdom,-2,-7.5,12:07:00,10/08/2021
547701,2021-03-24 16:42:00,,United Kingdom,-7,0.0,16:42:00,24/03/2021
576776,2021-11-16 13:22:00,,United Kingdom,-240,0.0,13:22:00,16/11/2021
C548914,2021-04-05 09:46:00,12669.0,France,-1,-1136.3,09:46:00,05/04/2021
538090,2020-12-09 14:48:00,,United Kingdom,-723,0.0,14:48:00,09/12/2020
C550752,2021-04-20 11:49:00,13089.0,United Kingdom,-1,-3.75,11:49:00,20/04/2021
556884,2021-06-15 12:27:00,,United Kingdom,-61,0.0,12:27:00,15/06/2021
C546889,2021-03-17 18:16:00,13971.0,United Kingdom,-8,-12.3,18:16:00,17/03/2021
552766,2021-05-11 11:41:00,,United Kingdom,-56,0.0,11:41:00,11/05/2021
C554302,2021-05-23 14:50:00,12757.0,Portugal,-1,-1241.98,14:50:00,23/05/2021
549150,2021-04-06 15:32:00,,United Kingdom,-47,0.0,15:32:00,06/04/2021
C554536,2021-05-24 17:38:00,16705.0,United Kingdom,-1,-2.1,17:38:00,24/05/2021
C569978,2021-10-06 19:27:00,13988.0,United Kingdom,-12,-25.2,19:27:00,06/10/2021
551580,2021-05-03 11:20:00,,United Kingdom,-5,0.0,11:20:00,03/05/2021
558032,2021-06-24 12:14:00,,United Kingdom,-7,0.0,12:14:00,24/06/2021
C565789,2021-09-07 09:07:00,16735.0,United Kingdom,-17,-28.05,09:07:00,07/09/2021
C570290,2021-10-10 11:54:00,14665.0,United Kingdom,-238,-559.52,11:54:00,10/10/2021
555333,2021-06-02 11:12:00,,United Kingdom,-96,0.0,11:12:00,02/06/2021
C542264,2021-01-26 17:25:00,15215.0,United Kingdom,-3,-29.85,17:25:00,26/01/2021
C559829,2021-07-13 09:45:00,14483.0,United Kingdom,-2,-7.9,09:45:00,13/07/2021
C567351,2021-09-19 16:05:00,15251.0,United Kingdom,-37,-84.48,16:05:00,19/09/2021
576419,2021-11-15 11:23:00,,United Kingdom,-23,0.0,11:23:00,15/11/2021
C574003,2021-11-02 11:44:00,14390.0,United Kingdom,-6,-29.7,11:44:00,02/11/2021
551444,2021-04-28 15:58:00,,United Kingdom,-4,0.0,15:58:00,28/04/2021
C540384,2021-01-06 17:48:00,14961.0,United Kingdom,-7,-16.65,17:48:00,06/01/2021
C554530,2021-05-24 17:28:00,15596.0,United Kingdom,-2,-16.9,17:28:00,24/05/2021
C576197,2021-11-14 12:08:00,13755.0,United Kingdom,-23,-6.67,12:08:00,14/11/2021
C564131,2021-08-23 10:55:00,14407.0,United Kingdom,-1,-16.95,10:55:00,23/08/2021
C555723,2021-06-06 16:21:00,15737.0,United Kingdom,-4,-34.0,16:21:00,06/06/2021
C545740,2021-03-07 11:47:00,18257.0,United Kingdom,-1,-8.65,11:47:00,07/03/2021
C559105,2021-07-06 11:10:00,16393.0,United Kingdom,-6,-20.23,11:10:00,06/07/2021
C570278,2021-10-10 11:05:00,14534.0,United Kingdom,-24,-169.92,11:05:00,10/10/2021
552226,2021-05-06 15:26:00,,United Kingdom,-160,0.0,15:26:00,06/05/2021
C549692,2021-04-11 13:43:00,13668.0,United Kingdom,-8,-12.82,13:43:00,11/04/2021
551450,2021-04-28 16:00:00,,United Kingdom,-4,0.0,16:00:00,28/04/2021
C564081,2021-08-22 17:10:00,17949.0,United Kingdom,-150,-1642.5,17:10:00,22/08/2021
C553517,2021-05-17 14:09:00,14209.0,United Kingdom,-3,-6.3,14:09:00,17/05/2021
C572488,2021-10-24 13:57:00,12474.0,Germany,-15,-38.45,13:57:00,24/10/2021
C548908,2021-04-05 08:25:00,18108.0,United Kingdom,-2,-6.35,08:25:00,05/04/2021
C559917,2021-07-13 15:21:00,,United Kingdom,-1,-6497.47,15:21:00,13/07/2021
C541707,2021-01-21 11:07:00,18223.0,United Kingdom,-18,-29.54,11:07:00,21/01/2021
C566209,2021-09-09 15:04:00,16362.0,United Kingdom,-9,-48.55,15:04:00,09/09/2021
C553031,2021-05-12 19:43:00,13908.0,United Kingdom,-8,-22.5,19:43:00,12/05/2021
C540389,2021-01-06 18:00:00,14426.0,United Kingdom,-1,-2.1,18:00:00,06/01/2021
568087,2021-09-23 14:40:00,,United Kingdom,-8,0.0,14:40:00,23/09/2021
C541231,2021-01-14 16:55:00,13455.0,United Kingdom,-8,-42.04,16:55:00,14/01/2021
C552016,2021-05-05 17:38:00,15696.0,United Kingdom,-1,-2.95,17:38:00,05/05/2021
569817,2021-10-06 12:09:00,,United Kingdom,-26,0.0,12:09:00,06/10/2021
C557945,2021-06-23 16:11:00,18223.0,United Kingdom,-1,-2.08,16:11:00,23/06/2021
552653,2021-05-10 14:12:00,,United Kingdom,-48,0.0,14:12:00,10/05/2021
556312,2021-06-10 10:46:00,,United Kingdom,-30,0.0,10:46:00,10/06/2021
C566459,2021-09-12 17:17:00,13236.0,United Kingdom,-5,-17.58,17:17:00,12/09/2021
560427,2021-07-18 15:16:00,,United Kingdom,-2,0.0,15:16:00,18/07/2021
572687,2021-10-25 14:05:00,,United Kingdom,-30,0.0,14:05:00,25/10/2021
C566176,2021-09-09 12:37:00,16133.0,United Kingdom,-2,-3.58,12:37:00,09/09/2021
C539058,2020-12-15 16:42:00,17633.0,United Kingdom,-10,-67.5,16:42:00,15/12/2020
C562786,2021-08-09 13:43:00,15581.0,United Kingdom,-1,-250.0,13:43:00,09/08/2021
C562438,2021-08-04 17:58:00,14621.0,United Kingdom,-6,-22.6,17:58:00,04/08/2021
542571,2021-01-28 14:54:00,,United Kingdom,-1,0.0,14:54:00,28/01/2021
C543636,2021-02-10 16:34:00,13767.0,United Kingdom,-1,-3.75,16:34:00,10/02/2021
549132,2021-04-06 15:22:00,,United Kingdom,-70,0.0,15:22:00,06/04/2021
C560206,2021-07-15 13:56:00,17068.0,United Kingdom,-10,-20.8,13:56:00,15/07/2021
C543784,2021-02-11 16:59:00,13089.0,United Kingdom,-4,-30.6,16:59:00,11/02/2021
C549723,2021-04-11 16:05:00,13995.0,United Kingdom,-12,-10.2,16:05:00,11/04/2021
C539037,2020-12-15 14:42:00,12666.0,Israel,-56,-227.44,14:42:00,15/12/2020
C543112,2021-02-03 12:59:00,14133.0,United Kingdom,-3,-12.75,12:59:00,03/02/2021
567063,2021-09-16 11:50:00,,United Kingdom,-27,0.0,11:50:00,16/09/2021
C567690,2021-09-21 17:01:00,15810.0,United Kingdom,-118,-239.12,17:01:00,21/09/2021
C577392,2021-11-18 17:05:00,16560.0,United Kingdom,-6,-24.9,17:05:00,18/11/2021
545565,2021-03-03 16:14:00,,United Kingdom,-10,0.0,16:14:00,03/03/2021
C543757,2021-02-11 15:05:00,13115.0,United Kingdom,-1,-1.65,15:05:00,11/02/2021
C568796,2021-09-29 10:20:00,17870.0,United Kingdom,-1,-4.95,10:20:00,29/09/2021
567150,2021-09-16 15:29:00,,United Kingdom,-44,0.0,15:29:00,16/09/2021
C546641,2021-03-15 13:01:00,13451.0,United Kingdom,-6,-59.7,13:01:00,15/03/2021
556308,2021-06-10 10:43:00,,United Kingdom,-390,0.0,10:43:00,10/06/2021
C572761,2021-10-26 09:38:00,12584.0,Italy,-6,-30.55,09:38:00,26/10/2021
C561012,2021-07-22 16:11:00,13098.0,United Kingdom,-2,-9.6,16:11:00,22/07/2021
C566252,2021-09-11 12:14:00,13527.0,United Kingdom,-19,-23.75,12:14:00,11/09/2021
C554136,2021-05-23 10:02:00,14239.0,United Kingdom,-1,-1.25,10:02:00,23/05/2021
C577839,2021-11-22 10:33:00,16633.0,United Kingdom,-1,-4.95,10:33:00,22/11/2021
C565843,2021-09-07 12:15:00,14606.0,United Kingdom,-3,-1.46,12:15:00,07/09/2021
C539301,2020-12-16 17:33:00,13496.0,United Kingdom,-12,-35.4,17:33:00,16/12/2020
C550812,2021-04-20 16:28:00,15655.0,United Kingdom,-5,-49.35,16:28:00,20/04/2021
546010,2021-03-08 15:55:00,,United Kingdom,-19,0.0,15:55:00,08/03/2021
576763,2021-11-16 13:09:00,,United Kingdom,-64,0.0,13:09:00,16/11/2021
C573502,2021-10-31 12:02:00,14808.0,United Kingdom,-22,-76.3,12:02:00,31/10/2021
561494,2021-07-27 14:04:00,,United Kingdom,-23,0.0,14:04:00,27/07/2021
572536,2021-10-24 16:08:00,,United Kingdom,-8,0.0,16:08:00,24/10/2021
C543729,2021-02-11 11:55:00,15796.0,United Kingdom,-1,-2.95,11:55:00,11/02/2021
C565403,2021-09-02 17:53:00,16187.0,United Kingdom,-36,-30.6,17:53:00,02/09/2021
C569490,2021-10-04 13:15:00,12457.0,Cyprus,-33,-196.35,13:15:00,04/10/2021
549470,2021-04-08 14:28:00,,United Kingdom,-8,0.0,14:28:00,08/04/2021
C556436,2021-06-10 14:28:00,16358.0,United Kingdom,-1,-2.55,14:28:00,10/06/2021
567921,2021-09-22 17:24:00,,United Kingdom,-7,0.0,17:24:00,22/09/2021
C559033,2021-07-05 14:54:00,17389.0,United Kingdom,-1,-10.95,14:54:00,05/07/2021
C574019,2021-11-02 12:05:00,12415.0,Australia,-120,-174.0,12:05:00,02/11/2021
C572456,2021-10-24 12:44:00,,United Kingdom,-2,-204.31,12:44:00,24/10/2021
C548174,2021-03-29 14:17:00,13662.0,United Kingdom,-1,-3.75,14:17:00,29/03/2021
578733,2021-11-25 11:32:00,,United Kingdom,-9,0.0,11:32:00,25/11/2021
C562367,2021-08-04 14:03:00,17811.0,United Kingdom,-1,-3.75,14:03:00,04/08/2021
C537043,2020-12-05 10:48:00,15351.0,United Kingdom,-7,-13.39,10:48:00,05/12/2020
C564218,2021-08-24 09:25:00,16302.0,United Kingdom,-24,-20.4,09:25:00,24/08/2021
C567948,2021-09-23 08:21:00,14769.0,United Kingdom,-27,-23.0,08:21:00,23/09/2021
C555268,2021-06-01 16:17:00,18257.0,United Kingdom,-6,-13.2,16:17:00,01/06/2021
C580392,2021-12-04 10:46:00,16283.0,United Kingdom,-12,-35.4,10:46:00,04/12/2021
572686,2021-10-25 14:03:00,,United Kingdom,-30,0.0,14:03:00,25/10/2021
C538377,2020-12-12 11:23:00,15224.0,United Kingdom,-2,-11.6,11:23:00,12/12/2020
C541828,2021-01-21 17:06:00,13769.0,United Kingdom,-3,-3.8,17:06:00,21/01/2021
C539253,2020-12-16 14:19:00,17188.0,United Kingdom,-10,-109.5,14:19:00,16/12/2020
C538344,2020-12-10 14:32:00,13448.0,United Kingdom,-12,-25.2,14:32:00,10/12/2020
C569743,2021-10-06 10:57:00,15769.0,United Kingdom,-1600,-2924.0,10:57:00,06/10/2021
C542270,2021-01-27 09:35:00,13050.0,United Kingdom,-1,-4.25,09:35:00,27/01/2021
C571325,2021-10-17 11:09:00,12783.0,Portugal,-1,-339.02,11:09:00,17/10/2021
